stock_type,building_type,resident_count,design_category,ooa_status,fire_sprinklers,itc_claimed,price
EXISTING,"Group Home, 5 residents",5,ROBUST_BO,NO_OOA,True,,14255.0
EXISTING,"Group Home, 5 residents",5,ROBUST_BO,WITH_OOA,True,,14958.0
EXISTING,"Group Home, 5 residents",5,HPS,NO_OOA,True,,20814.0
EXISTING,"Group Home, 5 residents",5,HPS,WITH_OOA,True,,21616.0
LEGACY,"Legacy Stock, 6 residents",6,BASIC,NO_OOA,False,,4383.0
LEGACY,"Legacy Stock, 6 residents",6,IL,NO_OOA,False,,4554.0
LEGACY,"Legacy Stock, 6 residents",6,IL,WITH_OOA,False,,5052.0
LEGACY,"Legacy Stock, 6 residents",6,FA,NO_OOA,False,,8779.0
LEGACY,"Legacy Stock, 6 residents",6,FA,WITH_OOA,False,,9306.0
LEGACY,"Legacy Stock, 6 residents",6,ROBUST,NO_OOA,False,,11450.0
LEGACY,"Legacy Stock, 6 residents",6,ROBUST,WITH_OOA,False,,12084.0
LEGACY,"Legacy Stock, 6 residents",6,HPS,NO_OOA,False,,17905.0
LEGACY,"Legacy Stock, 6 residents",6,HPS,WITH_OOA,False,,18629.0
LEGACY,"Legacy Stock, 7 residents",7,BASIC,NO_OOA,False,,3296.0
LEGACY,"Legacy Stock, 7 residents",7,IL,NO_OOA,False,,3457.0
LEGACY,"Legacy Stock, 7 residents",7,IL,WITH_OOA,False,,3922.0
LEGACY,"Legacy Stock, 7 residents",7,FA,NO_OOA,False,,7388.0
LEGACY,"Legacy Stock, 7 residents",7,FA,WITH_OOA,False,,7878.0
LEGACY,"Legacy Stock, 7 residents",7,ROBUST,NO_OOA,False,,9873.0
LEGACY,"Legacy Stock, 7 residents",7,ROBUST,WITH_OOA,False,,10460.0
LEGACY,"Legacy Stock, 7 residents",7,HPS,NO_OOA,False,,15877.0
LEGACY,"Legacy Stock, 7 residents",7,HPS,WITH_OOA,False,,16550.0
LEGACY,"Legacy Stock, 8 residents",8,BASIC,NO_OOA,False,,2414.0
LEGACY,"Legacy Stock, 8 residents",8,IL,NO_OOA,False,,2561.0
LEGACY,"Legacy Stock, 8 residents",8,IL,WITH_OOA,False,,2998.0
LEGACY,"Legacy Stock, 8 residents",8,FA,NO_OOA,False,,6253.0
LEGACY,"Legacy Stock, 8 residents",8,FA,WITH_OOA,False,,6711.0
LEGACY,"Legacy Stock, 8 residents",8,ROBUST,NO_OOA,False,,8584.0
LEGACY,"Legacy Stock, 8 residents",8,ROBUST,WITH_OOA,False,,9138.0
LEGACY,"Legacy Stock, 8 residents",8,HPS,NO_OOA,False,,14222.0
LEGACY,"Legacy Stock, 8 residents",8,HPS,WITH_OOA,False,,14853.0
LEGACY,"Legacy Stock, 9 residents",9,BASIC,NO_OOA,False,,1684.0
LEGACY,"Legacy Stock, 9 residents",9,IL,NO_OOA,False,,1827.0
LEGACY,"Legacy Stock, 9 residents",9,IL,WITH_OOA,False,,2236.0
LEGACY,"Legacy Stock, 9 residents",9,FA,NO_OOA,False,,5316.0
LEGACY,"Legacy Stock, 9 residents",9,FA,WITH_OOA,False,,5753.0
LEGACY,"Legacy Stock, 9 residents",9,ROBUST,NO_OOA,False,,7524.0
LEGACY,"Legacy Stock, 9 residents",9,ROBUST,WITH_OOA,False,,8048.0
LEGACY,"Legacy Stock, 9 residents",9,HPS,NO_OOA,False,,12857.0
LEGACY,"Legacy Stock, 9 residents",9,HPS,WITH_OOA,False,,13455.0
LEGACY,"Legacy Stock, 10 residents",10,BASIC,NO_OOA,False,,1077.0
LEGACY,"Legacy Stock, 10 residents",10,IL,NO_OOA,False,,1213.0
LEGACY,"Legacy Stock, 10 residents",10,IL,WITH_OOA,False,,1608.0
LEGACY,"Legacy Stock, 10 residents",10,FA,NO_OOA,False,,4539.0
LEGACY,"Legacy Stock, 10 residents",10,FA,WITH_OOA,False,,4953.0
LEGACY,"Legacy Stock, 10 residents",10,ROBUST,NO_OOA,False,,6644.0
LEGACY,"Legacy Stock, 10 residents",10,ROBUST,WITH_OOA,False,,7139.0
LEGACY,"Legacy Stock, 10 residents",10,HPS,NO_OOA,False,,11725.0
LEGACY,"Legacy Stock, 10 residents",10,HPS,WITH_OOA,False,,12294.0
LEGACY,"Legacy Stock, 6 residents",6,BASIC,NO_OOA,True,,4466.0
LEGACY,"Legacy Stock, 6 residents",6,IL,NO_OOA,True,,4640.0
LEGACY,"Legacy Stock, 6 residents",6,IL,WITH_OOA,True,,5149.0
LEGACY,"Legacy Stock, 6 residents",6,FA,NO_OOA,True,,8946.0
LEGACY,"Legacy Stock, 6 residents",6,FA,WITH_OOA,True,,9483.0
LEGACY,"Legacy Stock, 6 residents",6,ROBUST,NO_OOA,True,,11667.0
LEGACY,"Legacy Stock, 6 residents",6,ROBUST,WITH_OOA,True,,12314.0
LEGACY,"Legacy Stock, 6 residents",6,HPS,NO_OOA,True,,18245.0
LEGACY,"Legacy Stock, 6 residents",6,HPS,WITH_OOA,True,,18983.0
LEGACY,"Legacy Stock, 7 residents",7,BASIC,NO_OOA,True,,3359.0
LEGACY,"Legacy Stock, 7 residents",7,IL,NO_OOA,True,,3524.0
LEGACY,"Legacy Stock, 7 residents",7,IL,WITH_OOA,True,,3997.0
LEGACY,"Legacy Stock, 7 residents",7,FA,NO_OOA,True,,7527.0
LEGACY,"Legacy Stock, 7 residents",7,FA,WITH_OOA,True,,8027.0
LEGACY,"Legacy Stock, 7 residents",7,ROBUST,NO_OOA,True,,10061.0
LEGACY,"Legacy Stock, 7 residents",7,ROBUST,WITH_OOA,True,,10659.0
LEGACY,"Legacy Stock, 7 residents",7,HPS,NO_OOA,True,,16178.0
LEGACY,"Legacy Stock, 7 residents",7,HPS,WITH_OOA,True,,16863.0
LEGACY,"Legacy Stock, 8 residents",8,BASIC,NO_OOA,True,,2459.0
LEGACY,"Legacy Stock, 8 residents",8,IL,NO_OOA,True,,2610.0
LEGACY,"Legacy Stock, 8 residents",8,IL,WITH_OOA,True,,3056.0
LEGACY,"Legacy Stock, 8 residents",8,FA,NO_OOA,True,,6371.0
LEGACY,"Legacy Stock, 8 residents",8,FA,WITH_OOA,True,,6838.0
LEGACY,"Legacy Stock, 8 residents",8,ROBUST,NO_OOA,True,,8748.0
LEGACY,"Legacy Stock, 8 residents",8,ROBUST,WITH_OOA,True,,9312.0
LEGACY,"Legacy Stock, 8 residents",8,HPS,NO_OOA,True,,14493.0
LEGACY,"Legacy Stock, 8 residents",8,HPS,WITH_OOA,True,,15136.0
LEGACY,"Legacy Stock, 9 residents",9,BASIC,NO_OOA,True,,1716.0
LEGACY,"Legacy Stock, 9 residents",9,IL,NO_OOA,True,,1862.0
LEGACY,"Legacy Stock, 9 residents",9,IL,WITH_OOA,True,,2278.0
LEGACY,"Legacy Stock, 9 residents",9,FA,NO_OOA,True,,5417.0
LEGACY,"Legacy Stock, 9 residents",9,FA,WITH_OOA,True,,5862.0
LEGACY,"Legacy Stock, 9 residents",9,ROBUST,NO_OOA,True,,7668.0
LEGACY,"Legacy Stock, 9 residents",9,ROBUST,WITH_OOA,True,,8200.0
LEGACY,"Legacy Stock, 9 residents",9,HPS,NO_OOA,True,,13102.0
LEGACY,"Legacy Stock, 9 residents",9,HPS,WITH_OOA,True,,13710.0
LEGACY,"Legacy Stock, 10 residents",10,BASIC,NO_OOA,True,,1097.0
LEGACY,"Legacy Stock, 10 residents",10,IL,NO_OOA,True,,1237.0
LEGACY,"Legacy Stock, 10 residents",10,IL,WITH_OOA,True,,1638.0
LEGACY,"Legacy Stock, 10 residents",10,FA,NO_OOA,True,,4625.0
LEGACY,"Legacy Stock, 10 residents",10,FA,WITH_OOA,True,,5047.0
LEGACY,"Legacy Stock, 10 residents",10,ROBUST,NO_OOA,True,,6771.0
LEGACY,"Legacy Stock, 10 residents",10,ROBUST,WITH_OOA,True,,7276.0
LEGACY,"Legacy Stock, 10 residents",10,HPS,NO_OOA,True,,11947.0
LEGACY,"Legacy Stock, 10 residents",10,HPS,WITH_OOA,True,,12528.0
